TEST_NAME_ABBREVIATION	source_unit_clean	n_records	n_subjects	p_missing_values	value_percentiles	p_NA_AA_A_LL_L_N_H_HH
cb-leuk-hy	NA	185	150	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
gastro	NA	466	400	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
f-gicrag	NA	163	120	99	[ 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,  ]	NA
ts-kudosnäytteenhistologinenerikois-/lisävärjäys	NA	104	103	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-keto/pik	mmol/l	173	133	0	[ 0, 0, 0.1, 0.1, 0.1, 0.2, 0.2, 0.2, 0.3, 0.580000000000001, 3.6,  ]	NA
immi	NA	183	156	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
fp-gluk-2	NA	9	9	NA	NA	NA
fp-mabi-la	NA	23	19	NA	NA	NA
fp-kolesteroli,highdensitylipoproteiinit	NA	71	65	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
ly-tbspppd	sp/e6lum	76	73	0	[ 0, 6, 17, 27.5, 37, 71, 87, 156.5, 241, 547.5, 1524,  ]	NA
ts-pad-em	NA	90	89	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-sirolim	ug/l	425	43	NA	NA	NA
c-reaktiivinenproteiini-pika	NA	77	58	45	[ 8, 8, 8, 10, 11.4, 12.5, 16, 18, 24.2, 37.8, 163,  ]	NA
mb-vekaion	NA	2308	49	NA	NA	NA
mb-gluk	NA	108	30	NA	NA	NA
-hsvznho	NA	49	46	NA	NA	NA
p-ebvnh	gekv/ml	461	103	0	[ 500, 600, 840, 1200, 1800, 2500, 4200, 8900, 20100, 109000, 2822800,  ]	NA
li-toxoavi	NA	8	8	NA	NA	NA
li-chpnab	NA	23	22	NA	NA	NA
s-koop�he	NA	36	36	NA	NA	NA
s-parp�h	NA	136	136	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-tyreoglobuliini,vasta-aineet	NA	112	89	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-tyreoideaperoksidaasi,vasta-aineet	NA	100	100	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
dna,natiivi,vasta-aineeteia	NA	12	11	NA	NA	NA
sentromeeri(cnpb),vasta-aineet	NA	14	13	NA	NA	NA
s-mda5-o	NA	463	441	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-katkare	u/ml	149	145	1	[ 0, 0.01, 0.02, 0.03, 0.04, 0.11, 0.18, 0.479999999999999, 1.294, 4.544, 17.4,  ]	NA
u-virtsanominaispainohuumemäärityksissä	NA	28	27	NA	NA	NA
u-cannact	NA	589	236	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-d-1.25	pmol/l	63	38	NA	NA	NA
u-amfetamiinijasenjohdannaiset,varmistus	NA	16	16	NA	NA	NA
u-huum-10,opi	NA	399	13	NA	NA	NA
u-seulont,ket	NA	425	259	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-seulont,bld	NA	425	259	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-seulont,leu	NA	425	259	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
fl-fluor,candvi	NA	392	201	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-bupre	NA	70	31	NA	NA	NA
pak-1	NA	41	39	NA	NA	NA
s-t1daab	NA	10	10	NA	NA	NA
vp-gluk	NA	174	169	98	[ 5.9, 6, 6.1, 6.2, 6.3, 6.4, 6.66, 6.92, 7.18, 7.44, 7.7,  ]	NA
s-koira,igevasta-aineet	NA	37	37	NA	NA	NA
s-koivu,igevasta-aineet	NA	37	37	NA	NA	NA
pölyerittely	u/ml	19	19	NA	NA	NA
af-diffi	NA	57	56	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
p-cl-vt	NA	31	17	NA	NA	NA
la-t-cd3	NA	65	52	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
la-trom	NA	13	10	NA	NA	NA
st-syto	NA	67	57	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-ige-et	NA	75	73	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-bluedta	NA	28	28	NA	NA	NA
b-erytrosyytit,normoblastit,mikroskopointi	u/100l	46	32	NA	NA	NA
cb-k-veka	mmol/l	13	11	NA	NA	NA
li-hemafc	form	62	49	NA	NA	NA
cu-prot	NA	39	28	NA	NA	NA
s-desmetyyliklotsapiini	nmol/l	188	71	0	[ 64, 325.3, 440.2, 515, 631.2, 722.5, 891, 1060.8, 1297.2, 1576.5, 2484,  ]	NA
klotsapiini	nmol/l	187	64	0	[ 98, 634.8, 775, 933.6, 1210, 1432, 1595.4, 1896.6, 2277.6, 2641.2, 5531,  ]	NA
hb-vt	NA	44	36	NA	NA	NA
desmetyyliklotsapiini	NA	31	15	NA	NA	NA
oma-b-fid	NA	116	110	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-crp-0	mg/l	280	137	0	[ 0, 6, 8, 10, 13.6, 19, 26.4, 38, 55.8000000000001, 95.3, 202,  ]	NA
b-pseudotrombosytopenianselvittely	e9/l	8	8	NA	NA	NA
prostataspesifinenantigeeni,vapaanosuus(vainlaboratorionkäytössä)	%	600	387	0	[ 4, 10, 13, 16, 18, 21, 24, 26, 29, 35, 78,  ]	NA
cb-gluk-vt	mmol/l	147	65	0	[ 4.6, 5.6, 6.1, 6.78, 7.34, 8.2, 9.9, 12.36, 16, 20.04, 23.7,  ]	NA
b-hbpika	NA	59	50	NA	NA	NA
b-sekvy-d	form	59	59	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
pt-lähetys	NA	406	298	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
ts-brcangs	NA	59	59	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-rubeabg	iu/ml	106	103	0	[ 7, 18, 28, 33, 40, 55, 70, 82, 117, 144.5, 378,  ]	NA
hcvab-o/ko	NA	156	133	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-hpa-3	NA	15	15	NA	NA	NA
tropopika	NA	171	88	97	[ 47, 48.2, 49.4, 64.6, 93.8, 123, 154.2, 185.4, 203.4, 208.2, 213,  ]	NA
b-lysogl3	NA	47	20	NA	NA	NA
u-pi	NA	76	68	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-stpn17f	ug/mlgmc	42	27	NA	NA	NA
s-stpn33f	NA	128	79	98	[ 36, 40.4, 44.8, 49.2, 53.6, 58, 62.4, 66.8, 71.2, 75.6, 80,  ]	NA
s-stpn20a	NA	60	34	NA	NA	NA
li-ftaabs	NA	29	27	NA	NA	NA
huumetestids6virtsa(alv)	NA	34	32	NA	NA	NA
as-bil	umol/l	27	25	NA	NA	NA
s-ahvene	NA	12	11	NA	NA	NA
sukup2	NA	101	72	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-lis1ba	NA	13	12	NA	NA	NA
s-linssie	u/ml	11	11	NA	NA	NA
b-pvk+t+k	NA	78	67	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-kemseu,keto	NA	34	28	NA	NA	NA
pt-spiro,	NA	10	10	NA	NA	NA
u-pyr	NA	74	53	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-äit-seu,s-hivab-gr	NA	15	12	NA	NA	NA
s-äit-seu,s-hbsag-gr	NA	15	12	NA	NA	NA
pgi/pgii	ratio	19	19	NA	NA	NA
trop-t	ng/l	53	38	NA	NA	NA
s-pincf	NA	347	304	100	[ 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32,  ]	NA
l-mxd	e9/l	634	292	0	[ 0, 0.4, 0.5, 0.5, 0.6, 0.7, 0.7, 0.8, 0.9, 1.1, 2.7,  ]	NA
f-entamoebahistolytica,nukleiinihappo	NA	27	22	NA	NA	NA
sp-sperabg	NA	104	104	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
inkub.2vrk	NA	27	21	NA	NA	NA
s-aripipr	nmol/l	61	49	NA	NA	NA
s-chlamydiapneumoniae,iga-vasta-aineet	NA	52	47	NA	NA	NA
s-bordetellapertussis,vasta-aineet,lausunto	NA	21	20	NA	NA	NA
oma-tropon	NA	131	110	99	[ 224, 224, 224, 224, 224, 224, 224, 224, 224, 224, 224,  ]	NA
p-crp-poc	mg/l	281	142	0	[ 0.7, 4.4, 8, 12, 17, 24, 35, 50, 70, 100, 250,  ]	NA
s-hsvcf	NA	55	49	NA	NA	NA
ruoka-aineryhmä	u/ml	20	20	NA	NA	NA
s-cer1	umol/l	109	108	0	[ 0.119, 0.2, 0.2206, 0.2354, 0.2472, 0.27, 0.2928, 0.3036, 0.324, 0.3442, 0.434,  ]	NA
-herpessimplex2,nukleiinihappo	NA	23	20	NA	NA	NA
p-antitro	%	48	47	NA	NA	NA
s-alkalinenfosfataasi,luustoper.isoentsyymi(elektrof)	u/l	22	18	NA	NA	NA
s-histidyyli-trna-syntetaasi,vasta-aineet	NA	47	41	NA	NA	NA
s-ribonukleoproteiini,70kdaantigeenivasta-ain	NA	20	16	NA	NA	NA
ap-gluk	NA	111	106	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
vb-o2sat3	%	9	9	NA	NA	NA
ab-o2sat1	%	48	48	NA	NA	NA
fibtem/mcf	mm	217	126	3	[ 0, 9, 11, 13, 14, 15, 17, 18, 20, 23, 57,  ]	NA
s-hivabagt	NA	7	6	NA	NA	NA
u-chtrnh-o	NA	101	64	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
pt-hembio	NA	120	95	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-brca-d	NA	35	35	NA	NA	NA
sp-anald	NA	14	11	NA	NA	NA
s-histab	u/ml	30	25	NA	NA	NA
p-magnesium,plasmasta	mmol/l	7	6	NA	NA	NA
b-ohbutvt	NA	11	8	NA	NA	NA
borreliaigg,varmistus,seerumista	NA	29	23	NA	NA	NA
tuma,liukoisetantigeenit,vastaaineet,seerumista	NA	21	21	NA	NA	NA
b-basofiilisetleukosyytit	NA	40	40	NA	NA	NA
sy-polymorfologisetleukosyytit,nivelnesteestä	%	7	7	NA	NA	NA
i-stathb	g/l	96	85	0	[ 61, 119, 126, 129, 133, 139, 143, 146, 153, 158, 190,  ]	NA
b-nrbc	NA	45	23	NA	NA	NA
s-fenytv	umol/l	236	106	0	[ 1.5, 3.05, 3.5, 4.1, 4.6, 5.1, 5.8, 6.7, 7.8, 9, 16.4,  ]	NA
b-sikiönrhd-veriryhmäsuojaustavarten	NA	47	47	NA	NA	NA
e-rhdjatk	NA	40	40	NA	NA	NA
b-kdiffi,lymf	%	470	60	0	[ 3.4, 18.48, 21.26, 22.8, 24, 25.9, 27.2, 29.6, 32.82, 40.22, 59.1,  ]	NA
p-kp	mmol/l	345	109	0	[ 2.4, 3.4, 3.6, 3.7, 3.8, 3.9, 4, 4.1, 4.3, 4.6, 5.4,  ]	NA
u-kemseula,u-gluk-o	NA	323	112	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-seula,u-ket	NA	35	24	NA	NA	NA
u-seula,u-prot	NA	35	24	NA	NA	NA
u-seula,u-veri	NA	35	24	NA	NA	NA
u-intp	ratio	47	30	NA	NA	NA
pt-glukoosi-koe,oraalinen,lyhyt,0ja2h-näyte	NA	48	48	NA	NA	NA
u.-bil-o	NA	189	185	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-b2glob	NA	20	18	NA	NA	NA
proteiini,fraktiot,vrk-virtsa	NA	24	19	NA	NA	NA
fs-munupak	NA	51	48	NA	NA	NA
ts-jääleik	NA	100	99	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
c-reaktiivinenproteiini,herkkä	mg/l	148	107	0	[ 0.1, 0.25, 0.424, 0.571, 0.888, 1.15, 1.5, 2, 3.018, 5.131, 14,  ]	NA
ab-vekapoc	NA	56	52	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-hb-o	form	57	41	NA	NA	NA
krea-pika	NA	16	14	NA	NA	NA
s-allcome	NA	99	97	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-fusariummoniliformae,igevasta-aineet	u/ml	9	9	NA	NA	NA
e–rdw	NA	82	62	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-blapcr	NA	136	101	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
bm-aso-qd	NA	178	35	NA	NA	NA
pt-icg-r	%	74	69	1	[ 3, 7, 9, 11, 12.8, 18, 20.2, 25, 35.2, 53.6, 90,  ]	NA
fp-ca-ion.	NA	121	90	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-es01	NA	17	17	NA	NA	NA
s-cakpqab	pmol/l	10	10	NA	NA	NA
p-ca15-3antigeeni	u/ml	30	28	NA	NA	NA
p-aboabam	NA	250	74	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
p-aboabg	NA	399	52	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
cb-kalsium,ionisoitunut	mmol/l	79	53	0	[ 0.99, 1.11, 1.136, 1.15, 1.17, 1.18, 1.198, 1.21, 1.23, 1.26, 1.85,  ]	NA
sk-sieni,viljely	NA	73	69	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-lasko	NA	51	41	NA	NA	NA
p-etprom	promille	26	21	NA	NA	NA
sy-liuskat	NA	60	53	48	[ 0.01, 0.12, 0.28, 0.47, 0.65, 0.75, 0.82, 0.89, 1, 75, 96,  ]	NA
p-vrabtu1	NA	74	47	NA	NA	NA
vb-hetoksi	NA	22	20	NA	NA	NA
af-amyl	u/l	19	18	NA	NA	NA
u-levyepiteelit	u/field	77	65	0	[ 0, 0, 0, 0, 0, 0, 0, 0, 1, 1.40000000000001, 12,  ]	NA
u-välimuotoisetepiteelit	u/field	75	63	0	[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3,  ]	NA
b-pvk+t	%l	229	162	0	[ 9, 19.1, 23.12, 25.8, 28.22, 30, 31.98, 34.24, 35.82, 39.34, 83.1,  ]	NA
f-hemoglobiini,ihmisen(kval)(pi)	NA	89	37	NA	NA	NA
s-tyreoideaperoksidaasi,vasta-aineet	u/ml	16	14	NA	NA	NA
s-borreliaburgdorferi,iggvasta-aineet(ko)	NA	21	20	NA	NA	NA
pt-nottomu	NA	50	47	NA	NA	NA
b-hb-poc	NA	104	65	2	[ 79, 110, 116, 121, 126, 128, 131, 135, 137, 144.8, 152,  ]	NA
u-gran	NA	250	226	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-vendves	NA	9	9	NA	NA	NA
lisälaus	NA	137	129	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
ns-eosoik	NA	40	40	NA	NA	NA
heptem/mcf	mm	23	8	NA	NA	NA
heptem/a15	mm	23	8	NA	NA	NA
fish-dg	NA	475	420	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-leukpä	e9/l	105	73	0	[ 1.3, 4.36, 5.46, 6.36, 7.46, 8.3, 9.34, 10.9, 12.32, 14.44, 28.9,  ]	NA
-ro52(ssa	NA	6	6	NA	NA	NA
cyp2c9-geeninnukleotidivariaatiot,dna-tutkimus	NA	67	64	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
slco1b1-geeninnukleotidivariaatiot,dna-tutkimus	NA	67	64	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
metabolia	NA	75	59	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-kemvt,glu	NA	129	85	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
p-laite	ug/l	106	85	0	[ 1.8, 2.9, 3.2, 3.5, 3.7, 4.05, 4.4, 5.3, 6.2, 7.95, 13.7,  ]	NA
s-pöly-s	u/ml	163	142	0	[ 0, 0.02, 0.024, 0.04, 0.05, 0.07, 0.092, 0.268, 0.899999999999998, 8.96400000000001, 94.4,  ]	NA
s-kiivie	NA	30	30	NA	NA	NA
s-9-hrisp	NA	135	71	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
sikiönkehityshäiriöidenseuranta,1.trimesteri,hormonit	NA	182	171	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
fp-e-vit	umol/l	226	117	0	[ 2.9, 16.75, 19.5, 20.65, 22.4, 23.6, 25.2, 27.35, 30.1, 35.35, 62.5,  ]	NA
s-kiivie	u/ml	85	84	2	[ 0, 0, 0.01, 0.02, 0.03, 0.07, 0.15, 0.332, 0.61, 1.198, 17.5,  ]	NA
li-muutsolut	NA	36	36	NA	NA	NA
farmakogeneettinenpaketti	NA	6	6	NA	NA	NA
varmistustutkimushepatiittib-virus,pinta-antigeeni,seerumista	NA	97	96	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-imm-fix	NA	66	56	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-diffi,l-eos	%	98	62	0	[ 0, 0, 0, 0, 1, 1, 2, 2, 3, 5, 14,  ]	NA
tromboplastiiniaika,inr-tulos	NA	148	43	NA	NA	NA
-bnp	ng/l	43	15	NA	NA	NA
pu-baktvil	NA	15	13	NA	NA	NA
s-prostataspesifinenantig.vapaa,osuus	NA	17	12	NA	NA	NA
pikastrep	NA	14	14	NA	NA	NA
lisävastausjoaiemminvastatullenäytteelle	NA	7	7	NA	NA	NA
pco	NA	42	42	NA	NA	NA
b-ngsgbo1	NA	71	71	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-koihspe	u/ml	9	9	NA	NA	NA
s-nurnspe	u/ml	8	8	NA	NA	NA
s-puu9ry	u/ml	17	17	NA	NA	NA
-hygvi	NA	270	36	NA	NA	NA
s-leveti	mg/l	21	17	NA	NA	NA
:glutamyylitransferaasi-desialotransferriini-indeksi	NA	110	98	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
ca15-3antigeeni	u/ml	13	12	NA	NA	NA
bm-morflkl	NA	278	73	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
bm-mgg	NA	314	81	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-pähkryh	u/ml	30	30	NA	NA	NA
p-gluk/2h	mmol/l	180	164	0	[ 2.5, 4.6, 5.1, 5.57, 6, 6.55, 7.2, 8.4, 9.82, 12.22, 17.9,  ]	NA
s-allige,koivu/björk	u/ml	76	76	0	[ 0.1, 0.365, 1, 1.85, 3.4, 10.35, 16, 19.95, 40.7, 54, 89.5,  ]	NA
s-allige,hevonen(hilse)/häst(mjäll)	u/ml	23	23	NA	NA	NA
vehnäjauho,igevasta-aineet	NA	13	13	NA	NA	NA
s-pölyryhmä	u/ml	72	72	0	[ 0.1, 0.245, 0.478, 1.618, 4.394, 7.61, 13.2, 19.91, 26.36, 36.56, 94.1,  ]	NA
ruoka-aineryhmä	NA	33	33	NA	NA	NA
s-allige,nglym6(f432,natiivi,soijapapu)	NA	20	20	NA	NA	NA
s-pinsiee	NA	8	8	NA	NA	NA
tyreoideaperoksidaasi,vasta-aineet	NA	49	49	NA	NA	NA
fp-aldos	NA	69	64	96	[ 134, 160.4, 186.8, 213.2, 239.6, 266, 406.8, 547.6, 688.4, 829.2, 970,  ]	NA
du-oligs	NA	17	15	NA	NA	NA
b12-vitamiini,transkobalamiiniii:eens	NA	22	22	NA	NA	NA
s-lepp�e	NA	72	72	99	[ 5.66, 5.66, 5.66, 5.66, 5.66, 5.66, 5.66, 5.66, 5.66, 5.66, 5.66,  ]	NA
as-leukmuu	%	118	75	0	[ 0, 4, 10, 17.1, 22, 30.5, 40, 48.9, 60, 67.9, 100,  ]	NA
p-gluk60	NA	43	38	NA	NA	NA
s-c-reaktiivinenproteiini/	mg/l	191	168	0	[ 0.2, 0.3, 0.5, 0.7, 1, 1.5, 2.3, 3, 4.6, 9.7, 142.1,  ]	NA
bm-solu-vi	NA	37	35	NA	NA	NA
-infrscv	NA	52	51	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-dm2mutd	NA	28	28	NA	NA	NA
veriryhmävasta-aineet,raskaudenaikaiset,veri	NA	105	73	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
ps-tnt-o	NA	48	27	NA	NA	NA
metisilliiniresistenttistaph.aureus,viljelynenästä	NA	277	121	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-anca-c	NA	86	51	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-tutk-1,u-veri	NA	194	75	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
li-hhvnho	NA	181	163	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-penchre	NA	30	30	NA	NA	NA
ab-pco2(t)	NA	88	78	99	[ 10.5, 10.5, 10.5, 10.5, 10.5, 10.5, 10.5, 10.5, 10.5, 10.5, 10.5,  ]	NA
b-hg	nmol/l	55	40	NA	NA	NA
u-dala	umol/l	95	77	1	[ 1, 5, 8, 10, 13.2, 17, 20.8, 24.1, 30, 40.4, 71,  ]	NA
u-metamf-o	NA	217	47	NA	NA	NA
lähetys	NA	150	128	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
-mpvag	NA	253	241	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
lymfos	NA	157	48	NA	NA	NA
munanvalku	NA	25	25	NA	NA	NA
p-fviiire	form	29	7	NA	NA	NA
p-fidd-lb	NA	60	54	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-ehba1c	mmol/mol	7	6	NA	NA	NA
du-cl	NA	88	76	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
peak	NA	104	95	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
kardiovaskulaarinenriskiluku	NA	8	8	NA	NA	NA
f-bakteeri,viljelyjanukleiinihappo(kval),ulosteesta	NA	40	39	NA	NA	NA
oma-cp-glu	mmol/l	7	7	NA	NA	NA
cb-verikaasuanalyysi,perus	NA	25	18	NA	NA	NA
p-glukoosi,2h	mmol/l	31	25	NA	NA	NA
-näythem	NA	257	86	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
pt-hykovu	NA	9	9	NA	NA	NA
b-cyp2c9	NA	12	12	NA	NA	NA
s-emabg	titre	18	16	NA	NA	NA
p-glu/2h	NA	34	34	NA	NA	NA
p-fibriinind-dimeerit,pika	mg/l	17	17	NA	NA	NA
s-amokse	NA	58	58	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-magab	NA	232	200	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-alb/kre,u-krea	NA	247	88	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
zb-pco2(t)	kpa	157	17	NA	NA	NA
pika-eos	%	48	38	NA	NA	NA
pika-virtsaliuska,u-nitr-o	NA	166	108	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
u-bakteeri,partikkelilaskenta,jatko	NA	41	25	NA	NA	NA
s-helicobacterpylori,igavasta-aineet	NA	18	18	NA	NA	NA
ps-stra/ad	NA	19	16	NA	NA	NA
u-annat	/sunf	104	79	0	[ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  ]	NA
huumeseulonta6a(9582u-huum6a),alv	NA	80	73	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-mx4ryh	u/ml	20	20	NA	NA	NA
s-dna,natiivi,vasta-aineet	NA	80	76	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-ruokaerittelyjaerittelytarvittaessa,igevasta-aineet	u/ml	11	11	NA	NA	NA
s-katkare	NA	49	49	NA	NA	NA
as-neut	%	145	96	0	[ 0, 3, 6, 9, 12, 20, 28, 36, 52.6, 76.9, 99,  ]	NA
s-aripi	ug/l	74	61	0	[ 40, 72.9, 108.6, 129.8, 173.6, 215.5, 257.4, 307.7, 355.4, 533.5, 772,  ]	NA
-matolm	NA	128	100	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
b-fiddp	NA	121	110	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
escherichiacolik1,nukleiinihappo(kval),likvori	NA	33	28	NA	NA	NA
li-borreliaigm,vasta-aineet	NA	15	14	NA	NA	NA
s-hepatitisb-virus,s-antigeeni	NA	45	40	NA	NA	NA
u-ds9	NA	11	11	NA	NA	NA
sk-sieni,viljely(iho,kynsi,hius)	NA	30	27	NA	NA	NA
s-helicobacterpylori,igavasta-aineeteia	NA	19	18	NA	NA	NA
s-ttgaba,s-kudostransglutaminaasi,igavasta-aineet	NA	54	52	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
ekg-oma	NA	323	196	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
p-naka	NA	12	12	NA	NA	NA
vb-to2c	NA	26	15	NA	NA	NA
l-mdx	%	125	118	0	[ 1, 4.58, 5.8, 7, 8, 9, 10, 11, 12, 15, 63,  ]	NA
s-gq1babm	index	20	20	NA	NA	NA
s-sertoab	au/ml	19	16	NA	NA	NA
am-kromos	NA	143	138	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s–biomam	NA	15	15	NA	NA	NA
b-inrvieri	NA	1014	43	NA	NA	NA
l-lymfo	%	47	30	NA	NA	NA
valionpaketti-9	NA	29	27	NA	NA	NA
troponiini,pikatesti,veri	NA	9	9	NA	NA	NA
u-osmol	form	21	19	NA	NA	NA
s-klonors	nmol/l	31	12	NA	NA	NA
happamuusaste,virtsasta	NA	626	197	0	[ 5, 5, 5.5, 5.5, 5.5, 6, 6, 6.5, 6.5, 7, 9,  ]	NA
pt-gal-r3	NA	150	134	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
ts-gastroskopianäytteidenhistologinentutkimus	NA	70	70	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
f-mm-o	NA	138	91	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
s-seer5	NA	31	30	NA	NA	NA
s-hepyaba	form	30	26	NA	NA	NA
bm-molekyylibiologia,solueristys	NA	7	6	NA	NA	NA
pt-konsn3	NA	29	27	NA	NA	NA
u-eddp-o	NA	265	52	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
tyreoidea	NA	32	30	NA	NA	NA
s-banaane	u/ml	109	108	6	[ 0, 0.02, 0.03, 0.04, 0.06, 0.09, 0.13, 0.43, 0.966000000000001, 1.996, 37,  ]	NA
s-valksie	u/ml	37	37	NA	NA	NA
s-kanelie	u/ml	21	21	NA	NA	NA
li-pmn	NA	6	6	NA	NA	NA
fp-lipaasi	u/l	12	9	NA	NA	NA
zb-verikaasuanalyysi,laaja	NA	37	15	NA	NA	NA
f-plesiomonasshigelloidesnukl.haponos.	NA	106	91	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
bu-solut	e6/l	83	77	6	[ 13, 279.4, 464.6, 833.1, 4226, 10231.5, 14742.6, 30693.6, 50968.4, 94062, 644200,  ]	NA
-str-ag	NA	99	64	100	[ _, _, _, _, _, _, _, _, _, _, _,  ]	NA
pt-virtaustilavuus-spirometriailmanlausuntoa	NA	51	49	NA	NA	NA
tumavasta-aineet(s-ana)	NA	20	20	NA	NA	NA
s-ruoer	NA	34	34	NA	NA	NA
albumiini,virtsasta	NA	9	9	NA	NA	NA
s-t4vhypo	NA	20	18	NA	NA	NA
kliinineneksomi,triotutkimusverestä,vanhempi	NA	10	10	NA	NA	NA
