TEST_NAME	MEASUREMENT_UNIT	TEST_ID	n_subjects
p-hcg	iu/l	624158	13
tuma,liukoisetantigeenit,vasta-aineet(osatutkimus)	NA	9738	13
pt-euhyper	NA	6065	13
ex-bakt-vi	NA	3493	13
läh.teko	NA	10600	13
p-at3.	NA	606172	13
nu-alb-mi	ug/min	1615991	13
22681	NA	22681	13
s-ancif	NA	54972	13
am-lamel	NA	6399	13
b-vnp2y12	NA	23299	13
cb-het-ion	NA	649946	13
virtsanhappamuus	NA	0115	13
p-gluk-o	mmol/l	4013975	13
pt-iom-1	NA	4924	13
p-hyyerik	form	23086	13
s-ca-ion	NA	625305	13
s-amh	NA	619805	13
l-leukosyytit,basofiiliset,mikroskopointi	NA	10476	13
-staphylococcusaureus,metisilliiniresistentti	NA	4358	13
bu-lymf	%	286	13
u-ctgcnho	NA	627738	13
pt-oksimetria,lyhytaikainen	NA	2424	13
b-neutrofiilit	NA	689	13
s-rapig1e	u/ml	20848	13
s-adioni	nmol/l	6001085	13
b-morfo	NA	600533	13
glomerulussuodosnopeus,estimoitu,kreatiniini-kystatiinic	ml/min/173m2	10301	13
14332	NA	14332	13
b-c9orf-d	NA	13532	13
puumalavirus,pikatesti	NA	4521	13
raskaustesti	NA	609324	13
as-gluk	NA	3001461	13
ketoaineetvirtsasta	NA	22222222	13
s-aldol	NA	615642	13
b-monos	e9/l	2225	13
ab-emäsylimäärä	mmol/l	10734	13
lymf	NA	622473	13
b-trom	e9/l	600777	13
b-neut	e9/l	1654840	13
s-ck-bb	u/l	8689	13
s-anaty-jt	NA	5592156	13
u-bta	NA	616025	13
lymf	%	0600	13
s-chpnabg	NA	1604755	13
p-tt.	%	606170	13
b-tvk	pg	3696	13
b-brcay	NA	20534	13
sy-neut	%	0510	13
cb-hco3	NA	0809	13
u-opiaact	NA	1604730	13
pt-aud-koj	NA	10240	13
b12-vitamiini,seerumi	NA	1137	13
b-muisti	%	12682	13
s-kostabe	NA	9760	13
s-achrab	NA	1605082	13
laktaatti(verikaasulaite),laskimoveri	mmol/l	21843	13
ab-happikyllästeisyys(hemoglobiini)	%	10735	13
u-ph-o	NA	1530	13
p-ca	mmol/l	619245	13
pika-inr	NA	627153	13
s-klopi	NA	3500	13
s-toxocf	NA	1607115	13
b-mpl-d	NA	50577	13
b-ketoniaineet(pikatesti)sormenpääverestä	NA	0100	13
b-ko/adp1	s	614898	13
s-allergeeni,koira(hilse)/hund(mjäll)e5	NA	9309	13
p-krea-hoi	umol/l	9911325	13
pika-covid-19ag	NA	9141	13
s-phadiat	NA	0288	13
l-blast	%	1605120	13
ts-hnpccre	NA	17822	13
s-lipidit,paketti(eipaasto,kol,hdl,ldl)	NA	6434	13
paraneoplastistenneurologistensyndroomienimmunologisettutkimukset,seerumista	NA	21782	13
s-rnpab	NA	630250	13
pölysekoitus	u/ml	970	13
21936	NA	21936	13
fs-ttpakc	NA	10490	13
pt-alaraajavaltimoidenverenkierronmittausrasituksenyhteydessä	NA	6015	13
nst	%	0346	13
p-ps-agv	NA	606755	13
-intem/ct	s	98841	13
s-cytomegalovirus,vasta-aineet	NA	2727	13
s-dharipi	nmol/l	9092	13
nlt	%	0347	13
s-tshrab	NA	603632	13
fp-pp	pmol/l	11341	13
holter-ekg	NA	101279	13
p-tpoab	u/ml	632552	13
u-väliepi	NA	0624	13
14401	NA	14401	13
s-evircf	NA	1607109	13
p-cea	ug/l	629589	13
kolesteroli,highdensitylipoproteiinit	NA	6431	13
p-gluk	mmol/l	4001471	13
-pin1ag	NA	3001904	13
s-allige,koira(hilse)/hund(mjäl)	u/ml	5009	13
valkuaisaineetvirtsasta	NA	66666666	13
s-syklinencitrullinoitupeptidi,vasta-aine	u/ml	4744	13
mono	%	0601	13
s-legloab	NA	9352	13
ts-pad-pnb	NA	5589727	13
p-amylp	NA	7010513	13
maito,igevasta-aineet	NA	5014	13
l-monos	%	1654838	13
la-hkr	%	13441	13
s-keto,tk	NA	9915	13
p-t3-v	NA	2775	13
pu-sieni,viljely	NA	3508	13
pakettib-perusverenkuvajatrombosyytit,paketti	form	2474	13
b-wes-d	NA	14362	13
e-cmbigm	NA	2606706	13
pt-keliseu	NA	65300	13
pt-unipolygrafiaunilaboratoriossa,ilmanlausuntoa	NA	21870	13
sy-bakt-vi	NA	3726	13
s-bopeaba	NA	4003311	13
u-ominp-h	NA	2630844	13
s-testo-v	%	2736	13
s-heinäerittely,igevasta-aineet	u/ml	502	13
c-reaktiivinenproteiini,herkkä,seerumista	mg/l	8022	13
bu-diffi	NA	3005360	13
-intem/a10	mm	98845	13
m-komp-4	NA	10739	13
p-pct	ug/l	624155	13
respiratorysyncytialvirus,nukleiinihaponosoitus	NA	6198	13
äänesaudiometria	NA	DFF00	13
p-ps	%	3004449	13
s-rubeabm	NA	3002961	13
leukosyyttienosoittaminenvirtsasta	NA	88888888	13
alfa-1-fetoproteiini,seerumista	NA	1040	13
ururnho	NA	10135	13
fb-glukoosi120	mmol/l	9140	13
baktvr	NA	1001159	13
s-cmv-abg	eiu	4168	13
pt-tthscre	NA	10082	13
p-prealb	mg/l	617016	13
papilloomavirus,nukleiinihappo,suurenriskin(kval)	NA	6445	13
b-ly	e9/l	2225	13
s-golim	NA	9434	13
s-kissae	NA	9667	13
s-asetylkoliinireseptori,vasta-aineet,akor-va	NA	3427	13
s-rsvcf	titre	8235	13
b-hba1c	NA	609099	13
borrelia,iggvasta-aineet	NA	4095	13
ts-ngsshs1	NA	11225	13
p-gt	u/l	0102	13
s-psa-v/t	%	10026	13
l-blastit	NA	1654831	13
fb-gluk-o	NA	9107	13
s-darafix	NA	50536	13
s-raiheie	u/ml	493	13
-intem/mcf	mm	98843	13
p-cl	mmol/l	604427	13
verenosoittaminenvirtsasta	NA	44444444	13
s-munavae	u/ml	9312	13
pt-eng	NA	10420	13
s-thevule	NA	0036	13
u-pbg	NA	2486	13
b-diffi,l-mon	%	102225_5	13
s-parvabg	NA	612278	13
sentromeeri(cnpb),vasta-aineet	NA	9727	13
cb-shco3	NA	0835	13
pikau-sti,u-gluk-o	NA	39002_U-GLUK-O	13
pu-baktvil	NA	3491	13
s-alko	NA	3004285	13
s-sinsime	NA	7095	13
s-pölyer	NA	603394	13
ln-cish	NA	21584	13
ps-infbag	NA	608796	13
-afp	u/ml	8383	13
ab-vekaas5,po2	kpa	622053_3	13
pt-eeg-sep	NA	21032	13
s-enaab	NA	7010480	13
s-timotee	u/ml	600032	13
s-pölyer	NA	603059	13
li-borrabm	NA	3004201	13
mikrobix,seerumi	NA	9250	13
s-maitoe	u/ml	9313	13
glukoosi(verikaasulaite),laskimoveri	mmol/l	5408	13
b-ven.sec	NA	0100	13
b-myd88-d	NA	11255	13
p-kalsium,albumiinikorjattu	mmol/l	11162	13
temra-cd4	NA	13827	13
s-kissae	u/ml	9667	13
kromosomitutkimus,hematologinen,luuydin	NA	2152	13
s-ige-et	NA	10674	13
p-fii	%	3002542	13
pt-kelia-m	NA	0112	13
s-kalake	NA	10052	13
tb1	iu/ml	20469	13
virtsanirtosolututkimus	NA	40788	13
f-proj	NA	9024	13
s-chlacf	NA	1607114	13
14356	mg	14356	13
ps-straga	NA	9417	13
fb-nh4-ion	umol/l	6001070	13
b-lakt-d	NA	603135	13
p-fibrag	g/l	1849	13
transferriinireseptori,liukoinen(tfr)	mg/l	4720	13
vehnäjauho,igevasta-aineet	NA	5016	13
eryt	NA	9034	13
s-phombee	u/ml	547	13
b-xkoe1-4	NA	8760	13
tyroideaperoksidaasiva(tpoab)	u/ml	9650	13
b-hb	NA	9124	13
fp-pth	NA	1606684	13
di-eos	NA	0969	13
s-simpuke	u/ml	20396	13
f-talt.kn	NA	50382	13
keliakiatutkimus,laaja	NA	0645	13
b-cardiac,troponiinii	NA	603013_3	13
s-hscrp	mg/l	10106	13
l-metamye	NA	1654834	13
p-cl	mmol/l	2102080	13
b-varasto	NA	T074	13
s-cv19sab	NA	6599	13
b-niptsup	NA	10645	13
b-plas-o	ml/min/173m2	2315	13
p-gluk-1	mmol/l	1600136	13
p-fgf23	NA	9468	13
s-ebv-abg	u/ml	1336	13
pb-ph	NA	50211	13
s-estdiol	NA	605837	13
glukoosi(verikaasulaite),kapillaariveri	NA	5409	13
pu-bakteeri,viljely1(anaerobi+aerobiviljely,syvämärkä)	NA	3491	13
e-rdw	%	10106	13
ab-hiilidioksidiosapaine	kpa	10732	13
s-emabg	NA	610643	13
bm-syto-if	NA	845	13
s-hsv1abm	NA	12052	13
f-hhb-o2	NA	623264	13
p-pct-o	NA	9115	13
pt-obd-1	NA	104069	13
genvast	NA	14322	13
b-jcv	NA	9971	13
arseeni,epäorgaaninen	NA	0035	13
s-l.i.ict	NA	21919	12
kors/dxm	nmol/l	0149	12
ts-brovmut	NA	22060	12
li-spektri	NA	617696	12
s-sthaabe	NA	9766	12
21764	u/ml	21764	12
p-probnpvt	NA	648054	12
fs-glukoosi,0-näyte	mmol/l	12142	12
di-pi	mmol/l	13401	12
p-kopept	pmol/l	7369822	12
l-myel	NA	50128	12
p-ca	mmol/l	603205	12
p-tt-inr	NA	601974	12
s-rarah1e	u/ml	8681	12
s-tyreoglobuliinivasta-aineet,osatutkimus	NA	20449	12
pu-sieni,viljely(limakalvoym)	NA	3508	12
s-mypnabg	eiu	4004150	12
fb-b6-vit	NA	50278	12
s-sentbab	NA	9055	12
e-aborh	NA	10655	12
neut	%	437	12
u-kemseu,ket	NA	1881_KET	12
pt-glukoosirasitus2h-näytevb	mmol/l	0112	12
s-chpnabg	eiu	1104294	12
p-trombiiniaika	s	2782	12
u-na	mmol/l	2102386	12
-ca12-5	u/ml	8392	12
rte-cd4	NA	13828	12
u-stix,u-leuk	NA	5017730_7	12
b-lymf	%	0215	12
s-puum-o	NA	601421	12
p-c1inhbk	NA	619661	12
pt-crogtt	NA	14263	12
pt-fvspirp	NA	2684	12
p-ca	mmol/l	602416	12
du-na	NA	102376	12
s-riisie	NA	7089	12
b-inr-vt	NA	6597	12
u-kreatiniini	mmol/l	820	12
s-kalium	NA	VI2001	12
p-fiddp	mg/l	628158	12
s-prlbio	mu/l	1606967	12
s-apob/a1-suhde	NA	02249	12
-leisnho	NA	20347	12
b-polg-d	NA	20035	12
u-kiteet	estimate	338	12
p-gluk-0	NA	13975	12
b-mon	%	0214	12
p-kol-ldl	NA	4599	12
b-tpmt-d	NA	8521	12
u-gcnho	NA	617631	12
tsh-reseptori,vasta-aineet	iu/l	4965	12
b-neutr	NA	0490	12
du-proteiini,fraktiot	NA	2520	12
s-puuer	u/ml	2600113	12
b-bas	%	0213	12
s-rib-pab	NA	5592150	12
s-fenyt	NA	1001243	12
s-rubeab	NA	3002960	12
ts-rcd-fc	NA	6411	12
b-leukos	NA	23614	12
b-baktsvi	NA	2607295	12
b-cd4-cm	%	22173	12
s-rhevb5e	NA	13686	12
du-k	NA	19940	12
treg/cd3	NA	14207	12
b-vrabtsp	NA	10017529	12
munanvalku	u/ml	976	12
b-brcay-d	NA	12794	12
p-ca-albk	NA	617201	12
s-p-ancab	titre	9002	12
p-fibriinind-dimeerit,pika	mg/l	6520	12
s-glukoosi,2hnäyte	mmol/l	12144	12
s-pincf	titre	3008572	12
s-allige,cashew-pähkinä	NA	5384	12
bu-muutsol	NA	3000287	12
pu-baaejvi	NA	8311	12
s-ttgaba	NA	1603926	12
pika-crp	NA	121	12
s-pölyryhmä,igevasta-aineet	NA	53115	12
s-teikab	titre	2732	12
s-keliab	NA	621613	12
u-ds6huumeseulontaalv	NA	31	12
vb-lämpöti	NA	5030	12
p-ca-albk	NA	6032	12
ab-he-tase,ab-pco2	kpa	101541_2	12
pikau-sti,u-nitr-o	NA	39002_U-NITR-O	12
plasmaninr(k)	NA	3576	12
s-ris+9hr	nmol/l	11399	12
l-meta	NA	50129	12
s-etane	mg/l	50463	12
-ncovnho	NA	624814	12
s-stchabe	NA	9764	12
s-ris9hrs	nmol/l	8946	12
-hsvag	NA	6001614	12
s-tshrab	NA	603006	12
s-gadab	u/ml	4400	12
naivit-cd4	NA	13824	12
tromboositaipumuksenselvittely,verestä	NA	4569	12
s-denagab	NA	650283	12
s-k/l-s-v	NA	607834	12
-candvi	NA	603126	12
s-puum-abm	NA	602305	12
bm-fuus-mr	form	9640	12
pncaag	NA	3998	12
p-fviii.	NA	2607048	12
beeta-2-glykoproteiini,igmvasta-aineet,plasma	u/ml	6493	12
pika-eos	%	100020	12
as-mononuk	NA	0428	12
p-trombot	NA	2896025	12
s-ohkarba	NA	609402	12
s-myeloperoksidaasi,iggvasta-aineet	NA	4149	12
li-tau	NA	7034101	12
b-morfo	NA	1102643	12
ts-padendo	NA	646167	12
p-tc1	nmol/l	13997	12
b-xkoespr	NA	0212	12
b-temp	NA	625847	12
s-gadab	iu/ml	6004400	12
u-koriongonadotropiini(kval)	NA	2124	12
cu-alb	NA	618160	12
pt-klr-pje	NA	2063	12
s-rapim5e	u/ml	21650	12
u-baktevi	NA	602595	12
pt-magneettistimulaatio,mri-kuvanavullanavigoidenkohdistettuaivojenstimulaatio	NA	4918	12
fs-kolesteroli,highdensitylipoproteiinit	NA	2097	12
f-cldtnho	NA	637832	12
annuecha45	NA	50031	12
rr-sydän	NA	07947	12
s-tfr	mg/l	600485	12
infbnho	NA	6194	12
b-tab	%	22154	12
fs-paine	NA	10279	12
p-troponiinii(kval),plasmasta	NA	4512	12
pt-gfreepi	NA	0772	12
s-klotsa	umol/l	484	12
-inabrsv	NA	2917405	12
s-infliks	NA	9340	12
bakteeri,viljely-janukleiinihappo(kval)ulosteesta	NA	21088	12
b-cd8-em	%	22182	12
p-pc	NA	0305	12
s-hevohie	NA	641274	12
b-p2y12	NA	5178	12
s-shbg	nmol/l	9271	12
p-ld	u/l	1605263	12
f-crypnho	NA	10778	12
p-tt.	NA	50385	12
p-hcvnhty	iu/ml	8600	12
turskae	NA	9847	12
s-cocciab	NA	1212	12
s-prostataspesifinenantig.vapaa,osuus	NA	4637	12
s-hepatiittia-virus,vasta-aineet	NA	17728	12
s-osmol	mosm/kgh2o	8843	12
s-aukusie	u/ml	20401	12
s-evirab	NA	14958	12
kalsium,ionisoitunut,seerumi	NA	2019	12
u-prot	NA	0249	12
di-urea	mmol/l	2401	12
b-fidd	NA	100005	12
b-bo3-d	NA	13914	12
u-pakkasl	NA	19247	12
b-ca1mut	NA	21317	12
pt-ekg-72a	NA	6053	12
pt-obd-hi	NA	7035080	12
u-stix,u-hb	NA	5017730_3	12
paino	NA	0420	12
am-lamel	e9/l	9611	12
s-alb	g/l	10290	12
u-stix,u-prot	NA	5017730_5	12
l-nst	NA	0077	12
s-ia-2ab	ru	12605	12
suolis-ls	u/l	11884	12
maksa-1-isoentsyymi	u/l	10482	12
u-gravitesti(hoitaja)	NA	akivo0010	12
kubico	NA	7010709	12
b-shba1c	mmol/mol	10029	12
yersnho	NA	628792	12
pt-iho-r4	NA	4489	12
s-sindab	NA	3003527	12
l-lymf	NA	0079	12
kardab	NA	0559	12
pl-kromos	NA	4325	12
tvk+retik	NA	604538	12
allergeeni,kissa(hilse)/katt(mjäll)e1	u/ml	9371	12
karsinoembryonaalinenantigeeni	NA	6363	12
s-peak-4	g/l	8959	12
s-hepatiittie-virus,igm-vasta-aineet	NA	13910	12
-gcvi	NA	6001506	12
b-aso2-qd	NA	12508	12
zb-emäsylimäärä	mmol/l	11453	12
s-puumavi	NA	104453	12
b-myocap	form	92559	12
-tunnetundna-mutaationtutkimusverestä	NA	12283	12
p-inr-poc	NA	9607	12
s-mpoabg	NA	104149	12
b-eos	%	0212	12
u-kemseuv	NA	1511	12
s-ranao3e	NA	92551	12
s-t3r	nmol/l	2774	12
u-lymf	u/field	327	12
s-hyönige	NA	10046	12
s-kopept	pmol/l	644483	12
kalium,pika	mmol/l	11999	12
s-borrc6	li	9638	12
-hpvnho	NA	637021	12
c-peptidi,proinsuliinin,paastoaikainen	nmol/l	6369	12
fs-paine	NA	10032	12
s-kardiolipiini(lues),vasta-aineet	NA	2031	12
s-imm-ong	NA	9197	12
valkosolu,vasta-aineet,värjäytymi	NA	9317	12
ab-vekaas5,ca++	mmol/l	622053_9	12
b-tnaiva	NA	22152	12
s-eläiryh	u/ml	3000426	12
s-langab	jdf	2198	12
ts-pad-4	NA	621757	12
pt-gfre-cg	NA	619587	12
ts-ngscomp	NA	10101	12
s-vrab-o	NA	7010355	12
s-chpnabg	NA	4004294	12
s-rsvanho	NA	54307	12
e-retic	%	2582	12
b-hbf-fc	%	6335	12
s-hsvab	NA	5595157	12
s-äitiseul	NA	9994	12
treg-solut	NA	13829	12
pt-lämpöt	%	50017	12
-rvirag	NA	3002579	12
ln-padsenf	NA	645443	12
ts-padlis1	NA	619337	12
b-vrabtu	NA	8829	12
so-b-cd19	%	13647	12
fs-urea	NA	2888	12
b-tnaiv	%	22151	12
s-hepatitiscvirusvasta-aineet	NA	3815	12
p-asat	u/l	1603988	12
astma-testi	NA	0	12
u-krea	mmol/l	100274	12
u-keto-pi	NA	247	12
s-rsvcf	NA	8235	12
f-cldtnho	NA	619762	12
pt-ekg-15	NA	607798	12
-mar-igg	NA	8619	12
s-rsvcf	titre	3000056	12
prealb	g/l	2895286	12
pgi/pgii	NA	10022	12
-strjvi	NA	1650153	12
s-maksa	NA	10007	12
b-hyytymistekijävjaprotrombiinigeeni,dna-tutkimus	NA	10151	12
b-hla-drb	NA	1866	12
pf-unäkö-o	NA	6002848	12
p-monab-o	NA	102360	12
so-nk	%	13651	12
as-neut-eo	%	13404	12
s-testosteroni,seerumista	NA	2735	12
s-hepatitisavirus,kokonaisva	NA	8458	12
-hhpvnho	NA	3630006	12
-infrsvnho	NA	637311	12
s-pm-scl100	NA	8378	12
s-ye-col9	NA	10302	12
-infbnho	NA	3967201	12
pika-lym	NA	100029	12
ehecnho	NA	628271	12
s-stpn19f	mg/l	8255	12
s-tygl-va	u/ml	7370301	12
l-baso	NA	0493	12
allergeeni,dermatophagoidespteronyssinus(pölypunkki/husdammskvalster)d1	u/ml	9310	12
pt-elektroenkefalografia(eeg),ambulatorinenpitkäaikaisrekisteröinti,ensimmäinenvuorokausi	NA	4908	12
erik.käs7	NA	14499	12
s-valpr	umol/l	603037	12
veritartunnankohde	NA	0128	12
di-k	mmol/l	1993	12
p-karsinoembryonaalinenantigeeni(pi)	NA	6363	12
infabag	NA	4746	12
s-mononukleoosi,vasta-aineet(kval)	NA	2360	12
iga-luokantransglutaminaasivasta-aineet	NA	9139	12
s-afsuol1	NA	8729	12
vesirokkovirus,igg-vasta-aineetseerumista	iu/l	4467	12
u-lieriöt	e6/l	101361	12
s-borrab	NA	632872	12
s-metnor	NA	102338	12
pt-acth-r4	NA	7003	12
b-tacroms	NA	14077	12
cu-tilav	ml	182	12
s-tshrab	NA	614963	12
u-proteiini	NA	2519	12
-ngs-geenitutkimus,laskutuskulloisenkinpaneelinmukainen	NA	11231	12
ekg(vo.hoitaja)	NA	akivo0019	12
pf-ph-o	NA	45458	12
p-iga	NA	630634	12
b-tioguan	umol/l	13362	12
pt-avoveri	NA	0790	12
p-kor/30	nmol/l	0202	12
s-pm-scl75	NA	8425	12
s-dharipi	NA	600019	12
s-koop�he	u/ml	7067	12
s-ace	NA	600604	12
s-etoh	NA	3004305	12
s-troponiinii	NA	4361	12
b-huumlct	NA	7370903	12
ts-vmmut	NA	21814	12
s-hivtod	NA	00634	12
p-tnt	NA	600742	12
p-kalsium	NA	4598	12
du-noradr	umol	2404	12
s-hcgpapp	NA	4548	12
u-stpnago	NA	8117	12
u-stix,u-keto	NA	5017730_2	12
l-bla	NA	0073	12
p-probnp	NA	619582	12
s-vzvabg	NA	1104467	12
p-fviii	NA	2101097	12
s-gbmif	NA	3000167	12
pituus	NA	0421	12
rnp-c-ib	NA	20255	12
pikau-sti,u-leuk-o	NA	39002_U-LEUK-O	12
pt-glukr2h	NA	14832	12
s-puumab	NA	602328	12
vb-ca++	mmol/l	0096	12
m-komp-2	g/l	10737	12
se-krea	umol/l	8533	12
s-allergeeni,kissa(hilse)/katt(mjäll)e1	u/ml	9371	12
p-at3	%	8732	12
bm-leukosyyttienpintamarkkerit	NA	3745	12
allergeeni,koivu(siitepöly)/björk(pollen)	u/ml	9305	12
l-myel	NA	0075	12
pt-mundmsg	NA	7335	12
bm-estf-vr	NA	1361	12
li-borabmv	au/ml	14526	12
p-igm	g/l	1623683	12
s-igg-sum	g/l	8969	12
s-chpngm	NA	25031	12
b-xkoe	NA	628548	12
p-ps	NA	0306	12
f-ehisnho	NA	10779	12
s-borrelia,vasta-aineetigmvarmistustutkimus	NA	14524	12
pt-ekg-12	NA	625386	12
b-fidd-pika	mg/l	613710	12
chl.trachom.jan.gonorrhoeae,nukleiinihappo(u-ctngnho)	NA	4816	12
p-tt-spa	NA	0308	12
hpv-gt16aptimapanther,apututkimustulostensiirtoon	NA	54990	12
s-karabg	NA	0484	12
fibriinind-dimeerit,plasmasta(4113p-fidd)	NA	4113	12
pika-keto	NA	971	12
p-kortisoli(pi)	nmol/l	2128	12
b-eos	e9/l	602054	12
p-prealb	g/l	7010287	12
s-emaaba	NA	0415	12
ab-vekaas5,cso2	%	622053_6	12
b-tmuisti	%	22153	12
sm-b-ib	NA	20157	12
s-havabm	NA	618898	12
s-maapähe	u/ml	1600097	12
f-baktvi3	NA	103584	12
so-t-cd4/8	NA	13650	12
b-peth	NA	3659101	12
p-trlta	NA	22160	12
lepnnho	NA	1010076	12
p-prbnpvt	ng/l	623860	12
ruis,sipö	u/ml	562	12
vb-hkr	osuus	0085	12
b-lymfosyytit,t-stäjäsolujenosuus	%	4241	12
i-staturea(bun)	NA	akiea0048	12
allergeeni,pujo(siitepöly)/gråbo(pollen)w6	u/ml	9303	12
transferriininrautakyllästeisyys(trfesat)	%	9906	12
iga/prealb	NA	2895285	12
b-kras-fd	NA	6377	12
pt-spiro-b	NA	39	12
s-ro52(ssa)	NA	8382	12
b-fosfatidyylietanoli,verestä	umol/l	11663	12
u-osmol	mosm/kgh2o	1102444	12
fs-ace	u/l	1001092	12
fp-kol-ldl	NA	602784	12
s-prog	NA	1002502	12
pikau-sti,u-prot-o	NA	39002_U-PROT-O	12
-baktlm	NA	1149	12
p-b2gpabg	u/ml	2603444	12
pt-laktoosi-koe20min	mmol/l	21971	12
s-äit-seu,s-hivab-gr	NA	602707_1	12
s-cladosporiumcladosporioides(gm26),ige-vasta-aineet	NA	12079	12
ex-syto	NA	1004080	12
s-iho,vasta-aineet	NA	54135	12
s-rarah2e	u/ml	8682	12
pt-iho-3	NA	4488	12
l-mono	NA	0080	12
f-candvi	NA	602615	12
nottorasitus	NA	0002	12
plesnho	NA	628791	12
s-rsvbnho	NA	54308	12
p-na	mmol/	3622	12
du-alb	mg	618178	12
pt-glukoosikoe1h-arvo	mmol/l	1469	12
u-hva-lap	ug/mg	8749	12
s-ketiap	NA	611577	12
l-blast	NA	9210	12
s-psa-v/t	NA	603281	12
s-ph(s-kalsium,ionisoitunut)	NA	12253	12
s-mäntye	u/ml	53091	12
maksa-2-isoentsyymi	u/l	10484	12
s-ruokaer	u/ml	600118	12
du-metnor	NA	604610	12
ab-vekaas5,k+	mmol/l	622053_8	12
b-lysogl3	NA	11475	12
s-yerp1ab	NA	14145	12
pikau-sti,u-keto-o	NA	39002_U-KETO-O	12
p-kor/60	nmol/l	0203	12
s-bopeabg	NA	103312	12
p-fxiii	%	7355688	12
sprneuvola	NA	9126	12
pt-ekg-la	NA	621	12
b-diflasv	NA	18603	12
s-gråbo	u/ml	5006	12
pt-crh-rk	NA	21543	12
ts-kudosnäyte,histologinenerikoisvärjäys	NA	757	12
s-björk	u/ml	5003	12
pt-hepy-r	NA	0412	12
s-c-pept	NA	9802	12
c-syto	NA	3053	12
bu-solut	NA	3005356	12
allergeeni,hevonen(hilse)/häst(mjäll)e3	u/ml	9372	12
s-koiranhilse,igevasta-aineet,rast,allergia	NA	53065	12
bo-pad	NA	608325	12
näkötutkimus:värinäkö(testikirja)	NA	SPAT1017	12
c-reaktiivinenproteiini,vieritesti	mg/l	10759	12
u-prot	NA	1607125	12
pikau-sti,u-eryt-o	NA	39002_U-ERYT-O	12
p-troptkon	ng/l	4745	12
u-prot,glu	NA	10931	12
s-rhevb8e	u/ml	20884	12
albumiini,laskennallinen	NA	35570	12
u-epiteelisolut	e6/l	11167	12
shepyabg	NA	3954	12
s-testovl	pmol/l	10026	12
s-inhibb	NA	8629	12
s-hdvnho	NA	6002	12
p-kor/0	nmol/l	0201	12
s-vehnjae	u/ml	2600089	12
s-cmvab	NA	1606605	12
p-glu/0	NA	632911	12
fs-apob/a1	NA	632960	12
mono	%	439	12
b-hlax-o	NA	6067	12
p-monab-o	NA	603157	12
p-prostataspesifinenantigeeni,vapaa,osuus	%	4868	12
l-monos	%	69300	12
s-soijae	u/ml	2600087	12
p-prostataspesifinenantigeeni,vapaajakokonais	ug/l	4869	12
b-vakuly	estimate	2907	12
ikäpaketti2(lipidit,gluk,alat,gt,tromb,k,na,krea)	NA	12480	12
u-amfetct	NA	619767	12
pt-finnair	NA	10615	12
f-elast1	NA	4001718	12
li-bam42	NA	7034102	12
s-mäntye	u/ml	519	12
s-hsvab	NA	1101615	12
s-hepsid	mmol/l	6151	12
s-chlorhe	u/ml	20471	12
b-fip1l1	NA	12318	12
s-trbrab	NA	1954	12
s-legp4ab	NA	9345	12
bm-jak2-d	NA	11937	12
s-bor-abm	au/ml	4096	12
sy-neutrofiilitjaeosinofiilit	NA	50624	12
s-ovomuke	NA	20253	12
fp-gluk,fc	mmol/l	14681	12
u-stix,u-nitr	NA	5017730_6	12
b-baso	e9/l	1654842	12
s-yersinia,iga-vasta-aineet	ratio	2986	12
s-stachybothrysatra(chartarum,gm24),ige-vasta-aineet	NA	12081	12
p-psa-suhd	NA	4868	12
s-cdef	NA	8205	12
ps-stralv/pika	NA	1600154	12
p-bil-kj	NA	104593	12
ex-tbvi	NA	1104027	12
s-b2gpabg	NA	0483	12
u-välimep	u/field	3000325	12
b-sikiörh	NA	609948	12
fp-pi	mmol/l	1605253	12
b-baktjvi	NA	1104093	12
s-tumavasta-aineet,analyysi	NA	9380	12
pt-ekg,muuerikoiskytkentä	NA	1276	12
annuecha	NA	50030	12
ab-he-tase,ab-po2	kpa	101541_3	12
l-muuta	NA	430	12
b-bmuisti	%	22044	12
ts-mitoent	NA	1793	12
p-fx	%	3002704	12
p-naka	NA	55014	12
l-baso	NA	0082	12
s-katt	u/ml	5007	12
mono	%	622475	12
li-borab-l	NA	12609	12
du-kli/kni	NA	20177	12
-tbvr	NA	1102813	12
sprv-laus	NA	10016870	12
s-chtrabg	NA	2104100	12
s-koirae	u/ml	605172	12
u-cannact	NA	619771	12
allergeeni,cladosporiumherbarum(home/mögel)m2	u/ml	9370	12
s-t4-vdi	pmol/l	631421	12
p-natriureettinenpeptidi,b-tyypinn-terminaalinenpropeptidi	ng/l	4760	12
s-iglc-v	NA	607832	12
bakteeri,viljelyjanukleiinihappo(kval),ulosteesta	NA	21088	12
baktseul	NA	13810	12
ts-fnab	NA	619134	12
oma-gluk	NA	10010353	12
varheriskinarviointi	NA	ttVARR	12
b-pnh-leuk	NA	620445	12
s-rarah9e	u/ml	8685	12
-cv19nho	NA	2739250	12
b-neurg-d	NA	8244	12
s-insurab	NA	6162	12
s-seerlasi	NA	18443	12
p-koriongonadotropiini	u/l	50281	12
f-diennho	NA	10780	12
s-c-pept-a	NA	112	12
pt-audio-1	NA	10002	12
b-pmp22-d	NA	11894	12
l-eos	NA	0081	12
omapikanieluviljely	NA	257	12
p-ohbutyr	mmol/l	4513	12
fb-b6-vit	nmol/l	7371021	12
l-prom	NA	0074	12
u-stix,u-gluk	NA	5017730_1	12
u-uraat	NA	1002886	12
