id,source,abbreviation,abbreviation_source,name_fi,name_se,unit,source_concept_id,concept_id_omop_grouped
20582,LABfi_HUS,du-uporf1,du-uporf1,dU-Uroporfyriini I,NA,NA,NA,NA
20583,LABfi_HUS,du-uporf3,du-uporf3,dU-Uroporfyriini III,NA,NA,NA,NA
20584,LABfi_HUS,du-kporf1,du-kporf1,dU-Koproporfyriini I,NA,NA,NA,NA
20585,LABfi_HUS,du-kporf3,du-kporf3,dU-Koproporfyriini III,NA,NA,NA,NA
20586,LABfi_HUS,u-uporf 1,u-uporf 1,U -Uroporfyriini I,NA,NA,NA,NA
20587,LABfi_HUS,u-uporf 3,u-uporf 3,U -Uroporfyriini III,NA,NA,NA,NA
20588,LABfi_HUS,u-kporf 1,u-kporf 1,U -Koproporfyriini I,NA,NA,NA,NA
20589,LABfi_HUS,u-kporf 3,u-kporf 3,U -Koproporfyriini III,NA,NA,NA,NA
20590,LABfi_HUS,s-raab,s-raab,"S -Nivelreuma, merkkiautovasta-aineet",NA,NA,NA,NA
20593,LABfi_HUS,verenkuva,verenkuva,"Verenkuvapaketti, osastot",NA,NA,NA,NA
20596,LABfi_HUS,mb-hblask,mb-hblask,mB-Hemoglobiini (laskennallinen),NA,NA,NA,NA
20597,LABfi_HUS,ab-hblask,ab-hblask,aB-Hemoglobiini (laskennallinen),NA,NA,2017000375,3002173
20598,LABfi_HUS,vb-hblask,vb-hblask,vB-Hemoglobiini (laskennallinen),NA,NA,2017000376,3004119
20599,LABfi_HUS,cb-hblask,cb-hblask,cB-Hemoglobiini (laskennallinen),NA,NA,2017000377,3006184
20600,LABfi_HUS,ub-hblask,ub-hblask,uB-Hemoglobiini (laskennallinen),NA,NA,2017000379,3041041
20602,LABfi_HUS,s-fx25ryh,s-fx25ryh,"S -Ruoka-aineet (fx25), IgE vasta-aineet",NA,NA,NA,NA
20603,LABfi_HUS,s-fx73ryh,s-fx73ryh,"S -Ruoka-aineet (fx73), IgE vasta-aineet",NA,NA,NA,NA
20604,LABfi_HUS,p-aptt.,p-aptt.,"P -Tromboplastiiniaika, aktivoitu, partiaalinen",NA,NA,2017000380,3018677
20605,LABfi_HUS,p-fibr.,p-fibr.,P -Fibrinogeeni,NA,NA,2017000381,3016407
20607,LABfi_HUS,s-vlseabg,s-vlseabg,"S -VlsEAbG, Borrelia burgdorferin VlsE- proteiini, vasta-aineet IgG",NA,NA,NA,NA
20608,LABfi_HUS,s-vlseabm,s-vlseabm,"S -VlsEAbM, Borrelia burgdorferin VlsE ja OspC proteiinit, vasta-aineet IgM",NA,NA,NA,NA
20609,LABfi_HUS,fp-mabi-la,fp-mabi-la,"fP-Mahalaukun biomerkkiainetutkimus, laaja",NA,NA,NA,NA
20610,LABfi_HUS,fp-mabi-su,fp-mabi-su,"fP-Mahalaukun biomerkkiainetutkimus, suppea",NA,NA,NA,NA
20611,LABfi_HUS,b-cyaarch,b-cyaarch,B -Siklosporiini A,NA,NA,NA,NA
20617,LABfi_HUS,p-gast17s,p-gast17s,"fP-Gastriini-17, proteiinistimulaation jälkeen",NA,NA,NA,NA
20623,LABfi_HUS,cb-leuk-o,cb-leuk-o,cB-Leukosyytit (kval),NA,NA,NA,NA
20625,LABfi_HUS,bm-mmpcr,bm-mmpcr,Bm-Multippelin myelooman molekyylibiologinen tutkimus luuytimestä,NA,NA,NA,NA
20629,LABfi_HUS,b-vrisägr,b-vrisägr,"B -Veriryhmätutkimukset, isä",NA,NA,NA,NA
20640,LABfi_HUS,am-rhce-c,am-rhce-c,"Am-RH-genotyypitys, RHCE-c DNA-tutkimus",NA,NA,NA,NA
20644,LABfi_HUS,b-p2y12,b-p2y12,B -P2Y12 -reseptorieston seuranta,NA,NA,NA,NA
20645,LABfi_HUS,b-hpa1-kv,b-hpa1-kv,"B -Trombosyytit, HPA-1a-vasta-aineen kvantitaatio",NA,NA,NA,NA
20646,LABfi_HUS,b-naitjat,b-naitjat,"B -Immuunitrombopeniatutkimus, vastasyntyneen seulonta, jatkotutkimus",NA,NA,NA,NA
20650,LABfi_HUS,s-pax2ryh,s-pax2ryh,"S -Pax2 (d70, d71, i202), IgE vasta-aineet",NA,NA,NA,NA
20651,LABfi_HUS,s-rx1ryh,s-rx1ryh,"S -Rx1 (g6, w6, w9, w21, t3), IgE vasta-aineet",NA,NA,NA,NA
20652,LABfi_HUS,s-rx2ryh,s-rx2ryh,"S -Rx2 (d2, e1, e3, e5, m6), IgE vasta-aineet",NA,NA,NA,NA
20653,LABfi_HUS,"s-prl,per","s-prl,per","S -PRL,per",NA,NA,NA,NA
20654,LABfi_HUS,"s-prl,vas","s-prl,vas","S -PRL,vas",NA,NA,NA,NA
20655,LABfi_HUS,"s-prl,oik","s-prl,oik","S -PRL,oik",NA,NA,NA,NA
20657,LABfi_HUS,ts-sekvy-d,ts-sekvy-d,Ts-Yksittäisen tunnetun mutaation sekvensointitutkimus,NA,NA,NA,NA
20658,LABfi_HUS,fp-kolldlf,fp-kolldlf,fP-KolLDLF,NA,NA,NA,NA
20659,LABfi_HUS,l-agalak,l-agalak,L -Alfa-galaktosidaasi,NA,NA,NA,NA
20662,LABfi_HUS,u-huum-t6,u-huum-t6,"U -Huumeseulonta, työterveyshuolto, 6 ainetta,ALViton",NA,NA,NA,NA
20663,LABfi_HUS,d-trpaab,d-trpaab,"D -Treponema pallidum, vasta-aineet (elimen luovuttajasta",NA,NA,NA,NA
20665,LABfi_HUS,s-kaliule,s-kaliule,"S -Kanarianlinnun ulosteet, IgE vasta-aineet",NA,NA,NA,NA
20666,LABfi_HUS,s-kalisee,s-kalisee,"S -Kanarianlinnun seerumiproteiinit, IgE vasta-aineet",NA,NA,NA,NA
20667,LABfi_HUS,bm-npm1-r,bm-npm1-r,Bm-Kvalitatiivinen Nukleofosmiini 1-geenin mutaatiotutkimus,NA,NA,NA,NA
20671,LABfi_HUS,b-brcas-3,b-brcas-3,B -Perinnöllisen rintasyöpäalttiuden BRCA1/2-geenien laaja mutaatiohaku ja MLPA.,NA,NA,NA,NA
20672,LABfi_HUS,bm-morflkl,bm-morflkl,"Bm-Luuydinnäytteen morfologinen lausunto,LKL",NA,NA,NA,NA
20673,LABfi_HUS,s-akasiae,s-akasiae,"S -Akasia, IgE vasta-aineet",NA,NA,NA,NA
20675,LABfi_HUS,d-hcvnho,d-hcvnho,"D -Hepatiitti C-virus, nukleiinihappo (kval) (Elimenluov)",NA,NA,NA,NA
20676,LABfi_HUS,s-ge90g,s-ge90g,"S -Undulaatti (seerumiproteiinit, höyhenet ja ulosteet), IgG vasta-aineet",NA,NA,NA,NA
20677,LABfi_HUS,pt-klr-vt,pt-klr-vt,"Pt-Kliininen rasituskoe, valvominen ja tulkinta",NA,NA,NA,NA
20678,LABfi_HUS,digiekgmak,digiekgmak,digi-EKG 'käyttömaksu',NA,NA,2017000748,4064607
20679,LABfi_HUS,s-zoonvab,s-zoonvab,"S -Zoonoosivirus, vasta-aineet",NA,NA,NA,NA
20680,LABfi_HUS,li-zoonvab,li-zoonvab,"Li-Zoonoosivirus, vasta-aineet",NA,NA,NA,NA
20684,LABfi_HUS,s-igesiru,s-igesiru,"S -Allergeenikomponentti, IgE vasta-aineet, mikrosirutekniikalla",NA,NA,NA,NA
20685,LABfi_HUS,s-wnvabg,s-wnvabg,"S -West Nile Virus, IgG vasta-aineet",NA,NA,NA,NA
20686,LABfi_HUS,s-wnvabm,s-wnvabm,"S -West Nile Virus, IgM vasta-aineet",NA,NA,NA,NA
20687,LABfi_HUS,li-wnvabg,li-wnvabg,"Li-West Nile Virus, IgG vasta-aineet",NA,NA,NA,NA
20688,LABfi_HUS,li-wnvabm,li-wnvabm,"Li-West Nile Virus, IgM vasta-aineet",NA,NA,NA,NA
20689,LABfi_HUS,s-chikabg,s-chikabg,"S -Chikungunya-virus, IgG vasta-aineet",NA,NA,NA,NA
20690,LABfi_HUS,s-chikabm,s-chikabm,"S -Chikungunya-virus, IgM vasta-aineet",NA,NA,NA,NA
20691,LABfi_HUS,s-zoonabg,s-zoonabg,"S -Zoonoosivirus, IgG vasta-aineet",NA,NA,NA,NA
20692,LABfi_HUS,s-zoonabm,s-zoonabm,"S -Zoonoosivirus, IgM vasta-aineet",NA,NA,NA,NA
20693,LABfi_HUS,li-zoonabg,li-zoonabg,"Li-Zoonoosivirus, IgG vasta-aineet",NA,NA,NA,NA
20694,LABfi_HUS,li-zoonabm,li-zoonabm,"Li-Zoonoosivirus, IgM vasta-aineet",NA,NA,NA,NA
20695,LABfi_HUS,p-adam13,p-adam13,"P -ADAMTS13, aktiivisuus",NA,NA,NA,NA
20696,LABfi_HUS,pt-nhaku,pt-nhaku,Pt-Näytteenhaku,NA,NA,NA,NA
20698,LABfi_HUS,-staupvl,-staupvl,"-Staphylococcus aureus, Panton Valentine leukosidiini (PVL-geeni)",NA,NA,NA,NA
20699,LABfi_HUS,ts-braf-d,ts-braf-d,"Ts-BRAF geenin pistemutaatio, kudosnäytteestä",NA,NA,NA,NA
20700,LABfi_HUS,p-hiv2nh,p-hiv2nh,"P -HI-virus 2, nukleiinihappo (kvant)",NA,NA,NA,NA
20701,LABfi_HUS,b-prepgf,b-prepgf,B -Koettimien etsintä PGD-FISH tutkimusta varten,NA,NA,NA,NA
20702,LABfi_HUS,b-prepgd,b-prepgd,B -PGD-mahdollisuuden selvittäminen DNA-tekniikoilla,NA,NA,NA,NA
20703,LABfi_HUS,-lisäma1,-lisäma1,-Lisämaksu kiireellisestä näytteestä,NA,NA,NA,NA
20704,LABfi_HUS,-lisäma2,-lisäma2,-Lisämaksu kiireellisestä näytteestä2,NA,NA,NA,NA
20705,LABfi_HUS,fs-apot,fs-apot,"fS-Lipoproteiinit, apo A1 ja apo B",NA,NA,NA,NA
20706,LABfi_HUS,fs-apob/a1,fs-apob/a1,"fS-Lipoproteiini, apoB/apoA1-suhde",NA,NA,NA,NA
20707,LABfi_HUS,fp-apob/a1,fp-apob/a1,"fP-Lipoproteiini, apoB/apoA1-suhde",NA,NA,NA,NA
20708,LABfi_HUS,fp-apot,fp-apot,"fP-Lipoproteiinit, apo A1 ja apo B",NA,NA,NA,NA
20710,LABfi_HUS,s-vesimee,s-vesimee,"S -Vesimeloni (f329), IgE vasta-aineet",NA,NA,NA,NA
20713,LABfi_HUS,pt-eso-les,pt-eso-les,Pt-Esofaguksen LES-paikannus,NA,NA,NA,NA
20714,LABfi_HUS,pt-esozmot,pt-esozmot,Pt-Esofaguksen motiliteettiprovokaatio,NA,NA,NA,NA
20715,LABfi_HUS,pt-taksim4,pt-taksim4,Pt-Taksimaksu 4,NA,NA,NA,NA
20717,LABfi_HUS,pt-pyysel,pt-pyysel,Pt-Pyynnön selvittelymaksu,NA,NA,NA,NA
20718,LABfi_HUS,u-huum-ps,u-huum-ps,U -Huumeseula PS,NA,NA,NA,NA
20719,LABfi_HUS,ts-gistmut,ts-gistmut,Ts- KIT- ja PDGFRA-geenien mutaatiohaku GIST-tuumorissa,NA,NA,NA,NA
20725,LABfi_HUS,textinrmak,textinrmak,textINR maksu,NA,NA,NA,NA
20726,LABfi_HUS,u-tyrmrt,u-tyrmrt,"U -Tyrmäystippatutkimus, rikostutkintaa varten",NA,NA,NA,NA
20727,LABfi_HUS,b-tyrmrt,b-tyrmrt,"B -Tyrmäystippatutkimus, rikostutkintaa varten",NA,NA,NA,NA
20728,LABfi_HUS,-tyrmrt,-tyrmrt,"- Tyrmäystippatutkimus, rikostutkintaa varten",NA,NA,NA,NA
20729,LABfi_HUS,pt-eeg-let,pt-eeg-let,"Elektroenkefalografia (EEG), erikoisaktivaatioilla",NA,NA,NA,NA
20751,LABfi_HUS,textnottom,textnottom,Näytteenoton tekstiviestimuistutuksen maksu,NA,NA,NA,NA
20754,LABfi_HUS,s-hcgbv/d,s-hcgbv/d,S -hCGBV/D,NA,NA,2017000751,3019497
20755,LABfi_HUS,ikäriski,ikäriski,"Ikäriski, trisomia",NA,NA,2017000752,3049207
20756,LABfi_HUS,hcgbvkmom,hcgbvkmom,hCGBVkMoM,NA,NA,NA,NA
20757,LABfi_HUS,pappakmom,pappakmom,PAPPAkMoM,NA,NA,NA,NA
20758,LABfi_HUS,ntkmom,ntkmom,NTkMoM,NA,NA,NA,NA
20760,LABfi_HUS,tri18risuh,tri18risuh,Tri18risuh,NA,NA,NA,NA
20761,LABfi_HUS,-nt-b,-nt-b,"-Niskaturvotus, B-sikiö",NA,NA,NA,NA
20768,LABfi_HUS,s-cnab,s-cnab,S -Neuronaaliset autovasta-aineet,NA,NA,NA,NA
20769,LABfi_HUS,li-cnab,li-cnab,Li-Neuronaaliset autovasta-aineet,NA,NA,NA,NA
20771,LABfi_HUS,s-punhere,s-punhere,"S -Punaherukka, IgE vasta-aineet",NA,NA,NA,NA
20772,LABfi_HUS,s-tx6ryh,s-tx6ryh,"S -Puuryhmä (tx6), IgE vasta-aineet",NA,NA,NA,NA
20773,LABfi_HUS,b-sezary,b-sezary,B -Sezaryn solujen osuus veren lymfosyyteistä,NA,NA,NA,NA
20776,LABfi_HUS,ua-hb,ua-hb,uA-Hemoglobiini napa-arteria-näytteestä,NA,NA,NA,NA
20777,LABfi_HUS,uv-hb,uv-hb,uV-Hemoglobiini napa-veena-näytteestä,NA,NA,NA,NA
20778,LABfi_HUS,b-leukmik,b-leukmik,B -Leukosyyttien mikroskopointi,NA,NA,NA,NA
20779,LABfi_HUS,b-mtdna-d,b-mtdna-d,B -Mitokondriaalisen DNA:n läpisekvensointi,NA,NA,NA,NA
20780,LABfi_HUS,ts-mtdna-d,ts-mtdna-d,Ts-Mitokondriaalisen DNA:n läpisekvensointi,NA,NA,NA,NA
20781,LABfi_HUS,b-tgfbi-d,b-tgfbi-d,"B -Sarveiskalvodystrofia, TGFBI-geenin kohdennettu mutaatiohaku",NA,NA,NA,NA
20782,LABfi_HUS,up-fviii,up-fviii,"uP-Hyytymistekijä VIII, napaplasmasta",NA,NA,NA,NA
20783,LABfi_HUS,up-fix,up-fix,"uP-Hyytymistekijä IX, napaplasmasta",NA,NA,NA,NA
20784,LABfi_HUS,s-tillie,s-tillie,"S -Tilli, IgE vasta-aineet",NA,NA,NA,NA
20788,LABfi_HUS,-infvi,-infvi,"-Influenssavirus, viljely",NA,NA,NA,NA
20790,LABfi_HUS,downrisuh2,downrisuh2,"Down-riskisuhde, 2.trimester",NA,NA,NA,NA
20791,LABfi_HUS,ntd-riski,ntd-riski,NTD (neural tube defect)-riski,NA,NA,NA,NA
20792,LABfi_HUS,hcgb-kmom,hcgb-kmom,Raskauden keston mukainen hCG-B tuloksen korjattu MoM (keskiluvun kerrannainen),NA,NA,NA,NA
20793,LABfi_HUS,afp-kmom,afp-kmom,Raskauden keston mukainen AFP-tuloksen korjattu MoM (keskiluvun kerrannainen),NA,NA,NA,NA
20794,LABfi_HUS,pt-vai-tk,pt-vai-tk,"Pt-Vainajan säilytys ja käsittely, Terveyskeskus",NA,NA,NA,NA
20795,LABfi_HUS,s-hepvase,s-hepvase,"S -Hepariinitrombosytopeniatutkimus, seulonta",NA,NA,NA,NA
208,LABfi_HUS,ts-ltrfnab,ts-ltrfnab,Ts-Ohutneulanäytteen tutkimus lausuntoineen (maksasiirrännäinen),NA,NA,NA,NA
20800,LABfi_HUS,-askirje,-askirje,-Asiakaskirje Sikiötutkimusyksikölle,NA,NA,NA,NA
20804,LABfi_HUS,b-lqt-d,b-lqt-d,"B -Synnynnäinen pitkä QT-oireyhtymä, KCNQ1- ja KCNH2-geenien valtamutaatioiden tutkimus",NA,NA,NA,NA
20805,LABfi_HUS,b-lqty-d,b-lqty-d,"B -Synnynnäinen pitkä QT-oireyhtymä, KCNQ1- tai KCNH2-geenin yksittäisen mutaation tutkimus",NA,NA,NA,NA
20807,LABfi_HUS,lausvieris,lausvieris,Pt-Lausunto vieraista isotooppikuvista (XX1NW),NA,NA,NA,NA
20808,LABfi_HUS,pt-sydmuuä,pt-sydmuuä,"Pt-Sydämen rakenteellinen ja toiminnallinen ultraäänitutkimus (FM1UE), lääkäri muusta yksiköstä",NA,NA,NA,NA
20809,LABfi_HUS,pt-sydyluä,pt-sydyluä,"Pt-Sydämen yleinen ultraäänitutkimus, KLF (FM1ZE)",NA,NA,NA,NA
20813,LABfi_HUS,s-ia2ab,s-ia2ab,S -IA2-vasta-aineet,NA,NA,NA,NA
20814,LABfi_HUS,s-seitie,s-seitie,"S -Seiti, IgE vasta-aineet",NA,NA,NA,NA
20815,LABfi_HUS,bm-mm-ift,bm-mm-ift,"Bm-Immunofenotyypitys, multippeli myelooma",NA,NA,2017000782,1002183
20816,LABfi_HUS,s-punajue,s-punajue,"S -Punajuuri, IgE vasta-aineet",NA,NA,NA,NA
20817,LABfi_HUS,s-kursiee,s-kursiee,"S -Kurpitsansiemen, IgE vasta-aineet",NA,NA,NA,NA
20818,LABfi_HUS,-blvalm,-blvalm,"-Blastivalmiste, sytosentrifuugilla punktionesteestä",NA,NA,NA,NA
20820,LABfi_HUS,ts-makon-d,ts-makon-d,"Ts-Äidin solujen kontaminaatio, DNA-tutkimus",NA,NA,NA,NA
20822,LABfi_HUS,s-tuokw2e,s-tuokw2e,"S -Tuoksukki (w2), IgE vasta-aineet",NA,NA,NA,NA
20823,LABfi_HUS,s-estdiol,s-estdiol,"S -Estradioli, lapset",NA,NA,NA,NA
20825,LABfi_HUS,pt-penthoi,pt-penthoi,Pt-Vaativa inhalaatiohoito,NA,NA,NA,NA
20826,LABfi_HUS,pt-rinosup,pt-rinosup,"Pt-Rinomanometria, supistavalla lääkkeellä",NA,NA,NA,NA
20827,LABfi_HUS,pt-esoph-m,pt-esoph-m,"Pt-Esofaguksen ja kardian pH:n mittaus, pitkäaikaisrekisteröinti (katetri asetetaan muualla)",NA,NA,NA,NA
20828,LABfi_HUS,pt-alavduä,pt-alavduä,Pt-Alaraajavaltimoverenkierron ultraäänitutkimus (PD4XE),NA,NA,NA,NA
20829,LABfi_HUS,pt-luutih3,pt-luutih3,"Koko kehon koostumuksen mittaus (DEXA), (WX1PA) natiiviröntgen, ilman lausutoa",NA,NA,NA,NA
20830,LABfi_HUS,pt-syduä-c,pt-syduä-c,Pt-Sydämen UÄ varjoainetta käyttäen (FM1KE),NA,NA,NA,NA
20831,LABfi_HUS,pt-sydmagl,pt-sydmagl,"Pt-Sydämen VKMT, erittäin laaja, lääkärin osuus (FM1XG)",NA,NA,NA,NA
20832,LABfi_HUS,pt-kauvduä,pt-kauvduä,Pt-Kaulan valtimoiden Doppler-UÄ (PA6DE),NA,NA,NA,NA
20833,LABfi_HUS,pt-rasukg,pt-rasukg,Pt-Rasitus-UKG (FM1LE),NA,NA,NA,NA
20834,LABfi_HUS,pt-rasuäse,pt-rasuäse,Pt-Rasitus-UKG-spiroergonometria (FM1SE),NA,NA,NA,NA
20835,LABfi_HUS,pt-pol-eil,pt-pol-eil,"Pt-Yöpolygrafia, ambulatorinen",NA,NA,NA,NA
20836,LABfi_HUS,pt-pna,pt-pna,"Pt-Proteiinien hajoamisnopeus,hemodialyysin teho",NA,NA,NA,NA
20837,LABfi_HUS,-mdrsvi,-mdrsvi,"-Moniresistentit gramnegatiiviset sauvat, viljely",NA,NA,NA,NA
20838,LABfi_HUS,-cpevi,-cpevi,"-Meropeneemi/imipeneemi resistentit enterobakteerit, viljely",NA,NA,NA,NA
20839,LABfi_HUS,-acinmdr,-acinmdr,"-Moniresistentti akinetobakteeri, viljely",NA,NA,NA,NA
20840,LABfi_HUS,s-gnatab,s-gnatab,"S -Gnathostoma, vasta-aineet",NA,NA,NA,NA
20841,LABfi_HUS,s-paragab,s-paragab,"S -Paragonimus, vasta-aineet",NA,NA,NA,NA
20842,LABfi_HUS,ts-egfr-d,ts-egfr-d,"Ts-EGFR-geenin mutaatiotesti, kudosnäytteestä",NA,NA,NA,NA
20843,LABfi_HUS,-nt.,-nt.,-Niskaturvotus (HL7-tiedonsiirron apututkimus),NA,NA,NA,NA
20844,LABfi_HUS,-nt-b.,-nt-b.,-Niskaturvotus B (HL7-tiedonsiirron apututk),NA,NA,NA,NA
20847,LABfi_HUS,b-baktvip,b-baktvip,"B -Bakteeri, erikoisviljely",NA,NA,NA,NA
20850,LABfi_HUS,b-mks-d,b-mks-d,"B -Meckelin oireyhtymä, MKS1- ja CC2D2A-geenien valtamutaatioiden DNA-tutkimus",NA,NA,NA,NA
20851,LABfi_HUS,ts-mks-d,ts-mks-d,"Ts-Meckelin oireyhtymä, MKS1- ja CC2D2A-geenien valtamutaatioiden DNA-tutkimus",NA,NA,NA,NA
20852,LABfi_HUS,bm-flt3-qd,bm-flt3-qd,Bm-FLT3-geenin mutaation tutkimus-DNA (kvant),NA,NA,NA,NA
20854,LABfi_HUS,b-crco,b-crco,B -Kromi ja koboltti kokoverestä,NA,NA,NA,NA
20855,LABfi_HUS,pt-suksel,pt-suksel,Pt-Sukulaissuhteen toteaminen,NA,NA,NA,NA
20856,LABfi_HUS,ks-viabil,ks-viabil,KS-Pesäkeviljely siirteen laadun varmistamiseksi,NA,NA,NA,NA
20857,LABfi_HUS,-zoonnho,-zoonnho,"Zoonoosivirus, nukleiinihappo (kval)",NA,NA,NA,NA
20858,LABfi_HUS,-zoonvi,-zoonvi,"Zoonoosivirus, viljely",NA,NA,NA,NA
20859,LABfi_HUS,pt-notto-2,pt-notto-2,"Pt-Näytteenottomaksu, usea peräkkäinen näytteenotto",NA,NA,NA,NA
20860,LABfi_HUS,sp-dfi,sp-dfi,Sp-Siittiöiden DNA fragmentaatio indeksi,NA,NA,NA,NA
20861,LABfi_HUS,-ivf-bl,-ivf-bl,-Pitkä viljely pv4-pv6,NA,NA,NA,NA
20862,LABfi_HUS,-ivf-pgd,-ivf-pgd,-Alkiobiopsia,NA,NA,NA,NA
20863,LABfi_HUS,ms-pak,ms-pak,Munasolujen pakastus,NA,NA,NA,NA
20864,LABfi_HUS,ms-sul,ms-sul,Munasolujen sulatus,NA,NA,NA,NA
20865,LABfi_HUS,s-flt1,s-flt1,S -Liukoinen Fms-kaltainen tyrosiini kinaasi 1 (Verisuonten endoteliaalinen kasvutekijä reseptori 1),NA,NA,NA,NA
20866,LABfi_HUS,s-plgf,s-plgf,S -Istukan kasvutekijä,NA,NA,NA,NA
20867,LABfi_HUS,s-yersabl,s-yersabl,"S-Yersinia, vasta-aineet, laaja tutkimus (EIA ja agglutinaatio)",NA,NA,NA,NA
20868,LABfi_HUS,s-yerp1ab,s-yerp1ab,"S -Yersinia Pseudotuberculosis 1a, vasta-aineet",NA,NA,NA,NA
20869,LABfi_HUS,s-yerp3ab,s-yerp3ab,"S -Yersinia Pseudotuberculosis 3, vasta-aineet",NA,NA,NA,NA
20872,LABfi_HUS,b-cohbalt,b-cohbalt,"B -Häkähemoglobiini, verestä, altistustutkimus",NA,NA,NA,NA
20873,LABfi_HUS,pt-diag-tt,pt-diag-tt,"Pt-Täydellinen, erittäin laaja TT (diagnostinen) PET-kuvauksen yhtey-dessä (XX9CD)",NA,NA,NA,NA
20875,LABfi_HUS,pt-mikt2g,pt-mikt2g,Pt-Virtsan refluksin gammakuvaus virtsaan erittyvällä radiolääkkeellä (KB2FN),NA,NA,NA,NA
20876,LABfi_HUS,pt-anat-tt,pt-anat-tt,Pt-Täydentävä TT gammakamerakuvauksen yhteydessä (XX9AD),NA,NA,NA,NA
20877,LABfi_HUS,pt-kromspg,pt-kromspg,Pt-Kromaffiinikudoksen SPET-gammakuvaus (BC5SN),NA,NA,NA,NA
20878,LABfi_HUS,pt-likvorg,pt-likvorg,Pt-Likvorkierron gammakuvaus (AA7AN),NA,NA,NA,NA
20879,LABfi_HUS,pt-aivovdg,pt-aivovdg,Pt-Aivoperfuusion gammakuvaus videovalvonnassa (AA5VN),NA,NA,NA,NA
20880,LABfi_HUS,pt-tulspeg,pt-tulspeg,Pt-Tulehduspesäkkeen gammaku-vaus soluleimauksella (koko keho ja SPET) (JN6SN),NA,NA,NA,NA
20881,LABfi_HUS,pt-vartspq,pt-vartspq,Pt-Vartijaimusolmukkeen SPET ja matala-annos TT (PJ5AQ),NA,NA,NA,NA
20882,LABfi_HUS,s-makapäe,s-makapäe,"S -Makadamiapähkinä, IgE vasta-aineet",NA,NA,NA,NA
20883,LABfi_HUS,s-salpape,s-salpape,"S -Salkopapu, IgE vasta-aineet",NA,NA,NA,NA
20885,LABfi_HUS,s-hbsagkv,s-hbsagkv,"S -Hepatiitti B-virus, s-antigeeni (kvant)",NA,NA,NA,NA
20886,LABfi_HUS,pt-keualug,pt-keualug,Pt-Keuhkojen alueellisen toiminnan gammakuvaus (GD2FN),NA,NA,NA,NA
20887,LABfi_HUS,pt-gfr-las,pt-gfr-las,"Pt-Glomerulusten suodatusnopeus, vain laskenta (KA1XN)",NA,NA,NA,NA
20888,LABfi_HUS,pt-somspeg,pt-somspeg,Pt-Somatostatiinireseptoreiden SPET-gammakuvaus (JN7SN),NA,NA,NA,NA
20889,LABfi_HUS,s-leukpra,s-leukpra,"S -Paneelireaktiiviset valkosoluvasta-aineet, IgG",NA,NA,NA,NA
20892,LABfi_HUS,s-hladsa,s-hladsa,S -HLA-luovuttajaspesifiset vasta-aineet,NA,NA,NA,NA
20894,LABfi_HUS,pt-sydesuä,pt-sydesuä,Pt-Sydämen UÄ ruokatorven kautta (FM1BE),NA,NA,NA,NA
20895,LABfi_HUS,pt-imutieg,pt-imutieg,Pt-Imuteiden gammakuvaus (PJ1AN),NA,NA,NA,NA
20896,LABfi_HUS,pt-paratyg,pt-paratyg,Pt-Lisäkilpirauhasen gammakuvaus laaja 2 isotooppia (BB1BN),NA,NA,NA,NA
20897,LABfi_HUS,pt-klrspio,pt-klrspio,"Pt-Kliininen rasituskoe, spiroergometria, obesiteetti",NA,NA,NA,NA
20898,LABfi_HUS,pt-vng,pt-vng,"Pt-Tasapainotutkimus, VNG",NA,NA,NA,NA
209,LABfi_HUS,b-txlymar,b-txlymar,"CD3 ja CD2 lymfosyyttien, elinsiirtopotilaan OKT3/ATG hoitovaste",NA,NA,NA,NA
20901,LABfi_HUS,b-bcr-cba,b-bcr-cba,"B -Immunohelmimääritys, BCR/ABL -fuusioproteiinit, verestä",NA,NA,NA,NA
20902,LABfi_HUS,bm-bcr-cba,bm-bcr-cba,"Bm-Immunohelmimääritys, BCR/ABL -fuusioproteiinit, luuytimestä",NA,NA,NA,NA
20903,LABfi_HUS,sp-vital,sp-vital,Sp-Vitaliteettivärjäys,NA,NA,NA,NA
20904,LABfi_HUS,-dfi,-dfi,-Fragmentaatioindeksi,NA,NA,NA,NA
20905,LABfi_HUS,-pr+np,-pr+np,"Sp-Siittiöiden liikkuvuus, kaikki liikkuvat",NA,NA,NA,NA
2092,LABfi_HUS,p-cck,p-cck,P -Kolekystokiniini,NA,NA,NA,NA
20934,LABfi_HUS,s-k219e,s-k219e,"S -rHev b 6.01 (k219, rekombinantti, latex, MBP-fuusioproteiini), IgE vasta-aineet",NA,NA,NA,NA
20936,LABfi_HUS,s-rhevb9e,s-rhevb9e,"S -rHev b 9 (k222, rekombinantti, latex, MBP-fuusioproteiini), IgE vasta-aineet",NA,NA,NA,NA
20942,LABfi_HUS,s-ractd8e,s-ractd8e,"S -rAct d 8 (f430, rekombinantti, kiivi), IgE vasta-aineet",NA,NA,NA,NA
20946,LABfi_HUS,s-lakfere,s-lakfere,"S -nBos d (f334, natiivi, maito, laktoferriini), IgE vasta-aineet",NA,NA,NA,NA
20948,LABfi_HUS,s-angiab,s-angiab,"S -Angiostrongylus, vasta-aineet",NA,NA,NA,NA
20949,LABfi_HUS,-liik.pr,-liik.pr,"Sp-Siittiöiden liikkuvuus PR, eteenpäin liikkuvat",NA,NA,NA,NA
